seqid	source	type	start	end	score	strand	phase	attributes	chr	id	old_lt
CP023154	GenBank	CDS	1387746	1389842	.	+	1	ID=PFDSM3638_07575.p01;Parent=PFDSM3638_07575.t01;Name=PFDSM3638_07575;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012652.1;product=DNA cytosine methyltransferase;protein_id=PRJNA382684:PFDSM3638_07575;transl_table=11;translation=length.698	CP023154	PFDSM3638_07575	PF1505
CP023154	GenBank	CDS	1389935	1392031	.	+	1	ID=PFDSM3638_07580.p01;Parent=PFDSM3638_07580.t01;Name=PFDSM3638_07580;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012653.1;product=hypothetical protein;protein_id=PRJNA382684:PFDSM3638_07580;transl_table=11;translation=length.698	CP023154	PFDSM3638_07580	PF1506
CP023154	GenBank	CDS	1392045	1393145	.	+	1	ID=PFDSM3638_07585.p01;Parent=PFDSM3638_07585.t01;Name=PFDSM3638_07585;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012654.1;product=cell division protein FtsZ;protein_id=PRJNA382684:PFDSM3638_07585;transl_table=11;translation=length.366	CP023154	PFDSM3638_07585	PF1507
CP023154	GenBank	CDS	1393132	1393725	.	+	1	ID=PFDSM3638_07590.p01;Parent=PFDSM3638_07590.t01;Name=PFDSM3638_07590;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012655.1;product=hypothetical protein;protein_id=PRJNA382684:PFDSM3638_07590;transl_table=11;translation=length.197	CP023154	PFDSM3638_07590	PF1508
CP023154	GenBank	CDS	1393773	1394354	.	+	1	ID=PFDSM3638_07595.p01;Parent=PFDSM3638_07595.t01;Name=PFDSM3638_07595;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012656.1;product=class III signal peptide-containing protein;protein_id=PRJNA382684:PFDSM3638_07595;transl_table=11;translation=length.193	CP023154	PFDSM3638_07595	PF1509
CP023154	GenBank	CDS	1394362	1394799	.	+	1	ID=PFDSM3638_07600.p01;Parent=PFDSM3638_07600.t01;Name=PFDSM3638_07600;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012657.1;product=hypothetical protein;protein_id=PRJNA382684:PFDSM3638_07600;transl_table=11;translation=length.145	CP023154	PFDSM3638_07600	PF1510
CP023154	GenBank	CDS	1394804	1395205	.	+	1	ID=PFDSM3638_07605.p01;Parent=PFDSM3638_07605.t01;Name=PFDSM3638_07605;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012658.1;product=hypothetical protein;protein_id=PRJNA382684:PFDSM3638_07605;transl_table=11;translation=length.133	CP023154	PFDSM3638_07605	PF1511
CP023154	GenBank	CDS	1395202	1395480	.	-	1	ID=PFDSM3638_07610.p01;Parent=PFDSM3638_07610.t01;Name=PFDSM3638_07610;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014835428.1;product=hypothetical protein;protein_id=PRJNA382684:PFDSM3638_07610;transl_table=11;translation=length.92	CP023154	PFDSM3638_07610	PF1512
CP023154	GenBank	CDS	1395606	1396082	.	+	1	ID=PFDSM3638_07615.p01;Parent=PFDSM3638_07615.t01;Name=PFDSM3638_07615;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012660.1;product=hypothetical protein;protein_id=PRJNA382684:PFDSM3638_07615;transl_table=11;translation=length.158	CP023154	PFDSM3638_07615	PF1513
CP023154	GenBank	CDS	1396091	1396705	.	+	1	ID=PFDSM3638_07620.p01;Parent=PFDSM3638_07620.t01;Name=PFDSM3638_07620;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012661.1;product=hypothetical protein;protein_id=PRJNA382684:PFDSM3638_07620;transl_table=11;translation=length.204	CP023154	PFDSM3638_07620	PF1514
CP023154	GenBank	CDS	1396791	1397357	.	-	1	ID=PFDSM3638_07630.p01;Parent=PFDSM3638_07630.t01;eC_number=6.3.5.2;Name=PFDSM3638_07630;Note=type-1 glutamine amidotransferase domain%3B functions to produce GMP from XMP in the IMP pathway%3B Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_012766076.1;product=GMP synthase;protein_id=PRJNA382684:PFDSM3638_07630;transl_table=11;translation=length.188	CP023154	PFDSM3638_07630	PF1515
CP023154	GenBank	CDS	1397367	1398290	.	-	1	ID=PFDSM3638_07635.p01;Parent=PFDSM3638_07635.t01;Name=PFDSM3638_07635;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014012730.1;product=glutamine-hydrolyzing GMP synthase;protein_id=PRJNA382684:PFDSM3638_07635;transl_table=11;translation=length.307	CP023154	PFDSM3638_07635	PF1516
CP023154	GenBank	CDS	1398410	1399414	.	-	1	ID=PFDSM3638_07640.p01;Parent=PFDSM3638_07640.t01;Name=PFDSM3638_07640;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012664.1;product=5-formaminoimidazole-4-carboxamide-1-(beta)-D- ribofuranosyl 5'-monophosphate synthetase;protein_id=PRJNA382684:PFDSM3638_07640;transl_table=11;translation=length.334	CP023154	PFDSM3638_07640	PF1517
CP023154	GenBank	CDS	1399526	1400566	.	+	1	ID=PFDSM3638_07645.p01;Parent=PFDSM3638_07645.t01;Name=PFDSM3638_07645;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012665.1;product=thiamine ABC transporter substrate-binding protein;protein_id=PRJNA382684:PFDSM3638_07645;transl_table=11;translation=length.346	CP023154	PFDSM3638_07645	PF1518
CP023154	GenBank	CDS	1400553	1401548	.	-	1	ID=PFDSM3638_07650.p01;Parent=PFDSM3638_07650.t01;Name=PFDSM3638_07650;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012666.1;product=ABC transporter ATP-binding protein;protein_id=PRJNA382684:PFDSM3638_07650;transl_table=11;translation=length.331	CP023154	PFDSM3638_07650	PF1519
CP023154	GenBank	CDS	1401542	1403107	.	-	1	ID=PFDSM3638_07655.p01;Parent=PFDSM3638_07655.t01;Name=PFDSM3638_07655;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012667.1;product=iron ABC transporter permease;protein_id=PRJNA382684:PFDSM3638_07655;transl_table=11;translation=length.521	CP023154	PFDSM3638_07655	PF1520
CP023154	GenBank	CDS	1403130	1405133	.	-	1	ID=PFDSM3638_07660.p01;Parent=PFDSM3638_07660.t01;Name=PFDSM3638_07660;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012668.1;product=formate dehydrogenase subunit alpha;protein_id=PRJNA382684:PFDSM3638_07660;transl_table=11;translation=length.667	CP023154	PFDSM3638_07660	PF1521
CP023154	GenBank	CDS	1405188	1405961	.	-	1	ID=PFDSM3638_07665.p01;Parent=PFDSM3638_07665.t01;Name=PFDSM3638_07665;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012669.1;product=ABC transporter ATP-binding protein;protein_id=PRJNA382684:PFDSM3638_07665;transl_table=11;translation=length.257	CP023154	PFDSM3638_07665	PF1522
CP023154	GenBank	CDS	1405933	1406334	.	-	1	ID=PFDSM3638_07670.p01;Parent=PFDSM3638_07670.t01;Name=PFDSM3638_07670;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012670.1;product=hypothetical protein;protein_id=PRJNA382684:PFDSM3638_07670;transl_table=11;translation=length.133	CP023154	PFDSM3638_07670	PF1523
CP023154	GenBank	CDS	1406343	1407134	.	-	1	ID=PFDSM3638_07675.p01;Parent=PFDSM3638_07675.t01;Name=PFDSM3638_07675;Note=Derived by automated computational analysis using gene prediction method: GeneMarkS+.;codon_start=1;inference=COORDINATES: ab initio prediction:GeneMarkS+;product=hypothetical protein;protein_id=PRJNA382684:PFDSM3638_07675;transl_table=11;translation=length.263	CP023154	PFDSM3638_07675	PF1524
CP023154	GenBank	CDS	1407627	1407935	.	-	1	ID=PFDSM3638_07680.p01;Parent=PFDSM3638_07680.t01;Name=PFDSM3638_07680;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012672.1;product=hypothetical protein;protein_id=PRJNA382684:PFDSM3638_07680;transl_table=11;translation=length.102	CP023154	PFDSM3638_07680	PF1525
CP023154	GenBank	CDS	1407940	1408134	.	-	1	ID=PFDSM3638_07685.p01;Parent=PFDSM3638_07685.t01;Name=PFDSM3638_07685;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012673.1;product=hypothetical protein;protein_id=PRJNA382684:PFDSM3638_07685;transl_table=11;translation=length.64	CP023154	PFDSM3638_07685	PF1526
CP023154	GenBank	CDS	1408112	1408513	.	-	1	ID=PFDSM3638_07690.p01;Parent=PFDSM3638_07690.t01;Name=PFDSM3638_07690;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012674.1;product=hypothetical protein;protein_id=PRJNA382684:PFDSM3638_07690;transl_table=11;translation=length.133	CP023154	PFDSM3638_07690	PF1527
CP023154	GenBank	CDS	1408639	1409232	.	-	1	ID=PFDSM3638_07695.p01;Parent=PFDSM3638_07695.t01;Name=pdxT;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012675.1;locus_tag=PFDSM3638_07695;product=pyridoxal 5'-phosphate synthase glutaminase subunit PdxT;protein_id=PRJNA382684:PFDSM3638_07695;transl_table=11;translation=length.197	CP023154	PFDSM3638_07695	PF1528
CP023154	GenBank	CDS	1409264	1410271	.	-	1	ID=PFDSM3638_07700.p01;Parent=PFDSM3638_07700.t01;Name=PFDSM3638_07700;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011249172.1;product=pyridoxal 5'-phosphate synthase lyase subunit PdxS;protein_id=PRJNA382684:PFDSM3638_07700;transl_table=11;translation=length.335	CP023154	PFDSM3638_07700	PF1529
CP023154	GenBank	CDS	1410372	1411130	.	-	1	ID=PFDSM3638_07705.p01;Parent=PFDSM3638_07705.t01;Name=PFDSM3638_07705;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012677.1;product=ribose 1%2C5-bisphosphate isomerase;protein_id=PRJNA382684:PFDSM3638_07705;transl_table=11;translation=length.252	CP023154	PFDSM3638_07705	PF1530
CP023154	GenBank	CDS	1411259	1412548	.	+	1	ID=PFDSM3638_07710.p01;Parent=PFDSM3638_07710.t01;Name=PFDSM3638_07710;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012678.1;product=phosphomethylpyrimidine synthase;protein_id=PRJNA382684:PFDSM3638_07710;transl_table=11;translation=length.429	CP023154	PFDSM3638_07710	PF1531
CP023154	GenBank	CDS	1412654	1413970	.	+	1	ID=PFDSM3638_07715.p01;Parent=PFDSM3638_07715.t01;Name=PFDSM3638_07715;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011249259.1;product=NADH oxidase;protein_id=PRJNA382684:PFDSM3638_07715;transl_table=11;translation=length.438	CP023154	PFDSM3638_07715	PF1532
CP023154	GenBank	CDS	1414095	1415432	.	+	1	ID=PFDSM3638_07720.p01;Parent=PFDSM3638_07720.t01;Name=PFDSM3638_07720;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014835437.1;product=nodulation protein NfeD;protein_id=PRJNA382684:PFDSM3638_07720;transl_table=11;translation=length.445	CP023154	PFDSM3638_07720	PF1533
CP023154	GenBank	CDS	1415432	1416241	.	+	1	ID=PFDSM3638_07725.p01;Parent=PFDSM3638_07725.t01;Name=PFDSM3638_07725;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012681.1;product=hypothetical protein;protein_id=PRJNA382684:PFDSM3638_07725;transl_table=11;translation=length.269	CP023154	PFDSM3638_07725	PF1534
CP023154	GenBank	CDS	1416246	1418765	.	-	1	ID=PFDSM3638_07730.p01;Parent=PFDSM3638_07730.t01;Name=PFDSM3638_07730;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012682.1;product=DUF3417 domain-containing protein;protein_id=PRJNA382684:PFDSM3638_07730;transl_table=11;translation=length.839	CP023154	PFDSM3638_07730	PF1535
CP023154	GenBank	CDS	1418768	1419319	.	-	1	ID=PFDSM3638_07735.p01;Parent=PFDSM3638_07735.t01;Name=PFDSM3638_07735;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014835438.1;product=O-acetyl-ADP-ribose deacetylase;protein_id=PRJNA382684:PFDSM3638_07735;transl_table=11;translation=length.183	CP023154	PFDSM3638_07735	PF1536
CP023154	GenBank	CDS	1419303	1420250	.	-	1	ID=PFDSM3638_07740.p01;Parent=PFDSM3638_07740.t01;Name=PFDSM3638_07740;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012684.1;product=DUF835 domain-containing protein;protein_id=PRJNA382684:PFDSM3638_07740;transl_table=11;translation=length.315	CP023154	PFDSM3638_07740	PF1537
CP023154	GenBank	CDS	1420250	1421509	.	-	1	ID=PFDSM3638_07745.p01;Parent=PFDSM3638_07745.t01;Name=PFDSM3638_07745;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012685.1;product=N-ethylammeline chlorohydrolase;protein_id=PRJNA382684:PFDSM3638_07745;transl_table=11;translation=length.419	CP023154	PFDSM3638_07745	PF1538
CP023154	GenBank	CDS	1421591	1422493	.	+	1	ID=PFDSM3638_07750.p01;Parent=PFDSM3638_07750.t01;Name=PFDSM3638_07750;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012686.1;product=dihydroorotate dehydrogenase;protein_id=PRJNA382684:PFDSM3638_07750;transl_table=11;translation=length.300	CP023154	PFDSM3638_07750	PF1539
CP023154	GenBank	CDS	1422588	1423976	.	+	1	ID=PFDSM3638_07755.p01;Parent=PFDSM3638_07755.t01;Name=PFDSM3638_07755;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012687.1;product=acetyl CoA synthetase;protein_id=PRJNA382684:PFDSM3638_07755;transl_table=11;translation=length.462	CP023154	PFDSM3638_07755	PF1540
CP023154	GenBank	CDS	1423985	1424173	.	-	1	ID=PFDSM3638_07760.p01;Parent=PFDSM3638_07760.t01;Name=PFDSM3638_07760;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_013905505.1;product=50S ribosomal protein L37e;protein_id=PRJNA382684:PFDSM3638_07760;transl_table=11;translation=length.62	CP023154	PFDSM3638_07760	PF1541
CP023154	GenBank	CDS	1424185	1424415	.	-	1	ID=PFDSM3638_07765.p01;Parent=PFDSM3638_07765.t01;Name=PFDSM3638_07765;Note=Enables 3` processing of polyadenylated mRNAs and tRNA precursors%3B Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012689.1;product=small nuclear ribonucleoprotein;protein_id=PRJNA382684:PFDSM3638_07765;transl_table=11;translation=length.76	CP023154	PFDSM3638_07765	PF1542
CP023154	GenBank	CDS	1424669	1425124	.	+	1	ID=PFDSM3638_07770.p01;Parent=PFDSM3638_07770.t01;Name=PFDSM3638_07770;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012690.1;product=transcriptional regulator;protein_id=PRJNA382684:PFDSM3638_07770;transl_table=11;translation=length.151	CP023154	PFDSM3638_07770	PF1543
CP023154	GenBank	CDS	1425142	1426608	.	+	1	ID=PFDSM3638_07775.p01;Parent=PFDSM3638_07775.t01;Name=PFDSM3638_07775;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012691.1;product=hypothetical protein;protein_id=PRJNA382684:PFDSM3638_07775;transl_table=11;translation=length.488	CP023154	PFDSM3638_07775	PF1544
